titulo,descripcion,tipo,carrera,anio,ramo,tags,archivoUrl,rutaCarpeta
Resumen _La función de la pena_,,docx,,,,,https://docs.google.com/document/d/18tJqSOS4_-xxxZmXTQzjqVWunz-XM0Z9/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PENAL/PIÑA/1) TEORÍA DE LA LEY-DELITO
Apuntes Derecho Penal Parte General I. Ariel Urzúa _ 2018 docx,,docx,,,,,https://docs.google.com/document/d/1ASZl8BN2ghg2mQWGe4TcrvFp3GU_15qn/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PENAL/PIÑA/1) TEORÍA DE LA LEY-DELITO
Penal 1 Piña__ M. Ignacia Urzúa _ 2018,,docx,,,,,https://docs.google.com/document/d/1JITgOCfbOWMOoCSBHjT_gG-8MaNdck6H/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PENAL/PIÑA/1) TEORÍA DE LA LEY-DELITO
Resumen Fundamentos de la Responsabilidad - Juan Ignacio Piña Rochefort,,docx,,,,,https://docs.google.com/document/d/1WZ0qAwBu5iu69_ZBS7ngHoyuEGL3Vv48/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PENAL/PIÑA/1) TEORÍA DE LA LEY-DELITO
Apuntes Penal I Piña._ Jaime Salinas (2016)pdf,,pdf,,,,,https://drive.google.com/file/d/1WcHcrdHmoxWcRgjmh-8GJLpKcitKA3NQ/view?usp=drivesdk,General/PENAL/PIÑA/1) TEORÍA DE LA LEY-DELITO
Resumen Penal I,,docx,,,,,https://docs.google.com/document/d/1jvrk80fM1UWZcNEVDDBq_1sA6Jx7IZlx/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PENAL/PIÑA/1) TEORÍA DE LA LEY-DELITO
Penal I Piña.Juan Pablo Pachecho (2016) pdf,,pdf,,,,,https://drive.google.com/file/d/1jy37BP0TG2_cqg1aSWCa2cDc8G7F_0dH/view?usp=drivesdk,General/PENAL/PIÑA/1) TEORÍA DE LA LEY-DELITO
"Resumen Sociedad, norma y persona en una teoría de un derecho penal funcional – Günther Jakobs",,docx,,,,,https://docs.google.com/document/d/1rfBd0DzGa3oGi5qv7IZ4txDOyWAK-l2R/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PENAL/PIÑA/1) TEORÍA DE LA LEY-DELITO
2022 Apuntes Derecho Penal I (completos)_ Magdalena Urzúa,,docx,,,,,https://docs.google.com/document/d/1wpBClXsVs94DQ7cK-HuwOimwzdUydQee/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PENAL/PIÑA/1) TEORÍA DE LA LEY-DELITO
Resumen de Problemas básicos del derecho penal – Claus Roxin,,docx,,,,,https://docs.google.com/document/d/1xGW1pr7IKR7LPaw4fbhMSiKSend0C3s-/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PENAL/PIÑA/1) TEORÍA DE LA LEY-DELITO
PENAL PARTE ESPECIAL_ Josefina Hurtado (2021) pdf,,pdf,,,,,https://drive.google.com/file/d/1etrsKFCwLolcBIQ1FPYUUNGo2R41vkzy/view?usp=drivesdk,General/PENAL/PIÑA/3) PENAL PARTE ESPECIAL
2017 Derecho Penal I Victor Vidal_ Martín Álvarez ,,pdf,,,,,https://drive.google.com/file/d/128aX8JZVNDk6B5jgPhx5uC4um4Pk0Uyu/view?usp=drivesdk,General/PENAL/ROSENBLUT- ALDONEY  (Vidal)/1) PENAL I
2024 - Pau Carrillo,,pdf,,,,,https://drive.google.com/file/d/1Ep8tKTZFzBqxK-ycm2V9BVDAN1HY2Guq/view?usp=drivesdk,General/PENAL/ROSENBLUT- ALDONEY  (Vidal)/1) PENAL I
2024 - Benja Ramos (Rosenblut),,pdf,,,,,https://drive.google.com/file/d/1RRFK2acRSFLDsl57OTxeA_EDosOr2JO9/view?usp=drivesdk,General/PENAL/ROSENBLUT- ALDONEY  (Vidal)/1) PENAL I
2024 Benja Ramos (Aldoney),,pdf,,,,,https://drive.google.com/file/d/1c-fPHTcG2lxQAEV7m6kHk3avIkHIE2pC/view?usp=drivesdk,General/PENAL/ROSENBLUT- ALDONEY  (Vidal)/1) PENAL I
2022 Derecho Penal - Parte General I._ Javi Bunsterpdf,,pdf,,,,,https://drive.google.com/file/d/1gaO5FFQ9hEcq7ZYoJkzp0W1xtDfWJiWa/view?usp=drivesdk,General/PENAL/ROSENBLUT- ALDONEY  (Vidal)/1) PENAL I
Teoría del delito (Derecho penal parte general y especial (preguntas y respuestas) Aníbal Cornejo M.),,pdf,,,,,https://drive.google.com/file/d/1myiNVM0VmupwWHFs0Qb6uPxaGiKU5eRw/view?usp=drivesdk,General/PENAL/ROSENBLUT- ALDONEY  (Vidal)/2) PENAL II
2024 - Aldoney-Karim Awad,,pdf,,,,,https://drive.google.com/file/d/1J0L0gn8tvEq3aQFnQ8IA_CNm4LripeOK/view?usp=drivesdk,General/PENAL/ROSENBLUT- ALDONEY  (Vidal)/2) PENAL II
2024 - Derecho penal general II - Rodrigo Aldoney (Scarlet Álvarez),,docx,,,,,https://docs.google.com/document/d/1K6qCUZm9r-k9pL4eyaIZas8e1oUBwRE7/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PENAL/ROSENBLUT- ALDONEY  (Vidal)/2) PENAL II
2017 Penal II_ Martín Álvarez pdf,,pdf,,,,,https://drive.google.com/file/d/1bfvRoADOKY1XoiuF8Ae2ywCrWvIDvmoe/view?usp=drivesdk,General/PENAL/ROSENBLUT- ALDONEY  (Vidal)/2) PENAL II
2022 RESUMEN PENAL II-pdf,,pdf,,,,,https://drive.google.com/file/d/1lmuMNiE7a_M9v99zlNGvMtx8j9F2E0dW/view?usp=drivesdk,General/PENAL/ROSENBLUT- ALDONEY  (Vidal)/2) PENAL II
DERECHO PENAL PARTE GENERAL II (1),,docx,,,,,https://docs.google.com/document/d/1nE81th-ebQgAwSSCTVrRJujAgq8sEmsp/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PENAL/ROSENBLUT- ALDONEY  (Vidal)/2) PENAL II
2024 - Derecho penal general II - Veronica Rosenblut (Scarlet Álvarez),,docx,,,,,https://docs.google.com/document/d/1qCDDYjEq6zoPkD1IEXh80BnO1CWEf2ek/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PENAL/ROSENBLUT- ALDONEY  (Vidal)/2) PENAL II
Penal Parte Especial,,pdf,,,,,https://drive.google.com/file/d/1RPfl-UMCynzVnDRJp4ZeovVRF9d7349p/view?usp=drivesdk,General/PENAL/ROSENBLUT- ALDONEY  (Vidal)/3) PARTE ESPECIAL
Derecho Penal Parte General 2 - Salas.(oficiales) pdf,,pdf,,,,,https://drive.google.com/file/d/1IWjiS2zpGxHC9ru-HEI4-6FIpAIqDah6/view?usp=drivesdk,General/PENAL/SALAS/PENAL II
Apuntes derecho penal II_ Sofía Bertín (2021) docx,,docx,,,,,https://docs.google.com/document/d/1Lf5bjTVbwxFmF_bUhnJ2gaFnlL0e_1UE/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PENAL/SALAS/PENAL II
Derecho Penal III,,docx,,,,,https://docs.google.com/document/d/1AQCbiNLgHO589aZSytGIkWwWDqYolO4u/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PENAL/SALAS/PENAL III (PARTE ESPECIAL)
Derecho Penal Parte Especial - Salas._ (¿Oficiales_) docx,,docx,,,,,https://docs.google.com/document/d/1PYUZ5ohlarSULFrNXJxuf7CAKafO37m7/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PENAL/SALAS/PENAL III (PARTE ESPECIAL)
Derecho Penal Parte General 1 - Salas (oficiales),,pdf,,,,,https://drive.google.com/file/d/17Q43YftUYYRhmP4yk_LPRPpRXEMwQz08/view?usp=drivesdk,General/PENAL/SALAS/PENAL  I
Apuntes Derecho Penal I_ Sofía Bertín (2021) docx,,docx,,,,,https://docs.google.com/document/d/1eLLGT2wI0bbBdXIseq5_ALzG_bx2w-zu/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PENAL/SALAS/PENAL  I
2022 Examen Derecho Penal Parte General I._ Claudio Sandovalpdf,,pdf,,,,,https://drive.google.com/file/d/1Wv_eyehDQuzaYP80oglGMrol0kyH_7eu/view?usp=drivesdk,General/PENAL/SANTIBÁÑEZ/1) PENAL GRAL. I
2024 Domingo Pardo,,pdf,,,,,https://drive.google.com/file/d/1toFI1dqVB8v1EXIo6sFHQULshdTjXL3N/view?usp=drivesdk,General/PENAL/SANTIBÁÑEZ/1) PENAL GRAL. I
2014 Teoría del Delito II_ Fca Zamora pdf,,pdf,,,,,https://drive.google.com/file/d/1I4LdlT6V7dB2s065c79QWiNe7mJPcLle/view?usp=drivesdk,General/PENAL/SANTIBÁÑEZ/2) PENAL GRL.II
2022 Apunte Dº Penal II._Benjamín Vercellino pdf,,pdf,,,,,https://drive.google.com/file/d/1mOCPzKDmvizUI72xwJ5ctwOe5Zze2ijA/view?usp=drivesdk,General/PENAL/SANTIBÁÑEZ/2) PENAL GRL.II
2019 Derecho Penal Parte General II Santibañez_ Tomás Iturriaga,,pdf,,,,,https://drive.google.com/file/d/1qF0Rjf0nWNiX5fykqWI5nyoHKScABdDv/view?usp=drivesdk,General/PENAL/SANTIBÁÑEZ/2) PENAL GRL.II
2018 Derecho Penal Parte General II (Santibáñez + Feller)_ M Jesús Gaete ,,pdf,,,,,https://drive.google.com/file/d/1swflIK9ZSbQOPd7hpAvrVZ1HFPzxHcNO/view?usp=drivesdk,General/PENAL/SANTIBÁÑEZ/2) PENAL GRL.II
2024 - Apuntes Derecho Penal Parte General II (Version Final) (Alonso Salazar),,pdf,,,,,https://drive.google.com/file/d/1z4hYeGl3RhDYvW6TY1NhfqMgt2P0Xtiw/view?usp=drivesdk,General/PENAL/SANTIBÁÑEZ/2) PENAL GRL.II
Rs Concurso de delitos - Catalina Morgado,,pdf,,,,,https://drive.google.com/file/d/18W1oiyt9PdRQl5LzfKSK6SHJ5pClGMVw/view?usp=drivesdk,General/PENAL/SANTIBÁÑEZ/2) PENAL GRL.II/Resúmenes
Rs iter criminis - Cata Morgado,,pdf,,,,,https://drive.google.com/file/d/1BXzS6EB3nAwoC42vurMBj_jrxndmzPtz/view?usp=drivesdk,General/PENAL/SANTIBÁÑEZ/2) PENAL GRL.II/Resúmenes
RS Teoría de la pena - Cata M (final),,pdf,,,,,https://drive.google.com/file/d/1XFf1POkOAz3i-JlrccxJfSzZIgrM_Uu-/view?usp=drivesdk,General/PENAL/SANTIBÁÑEZ/2) PENAL GRL.II/Resúmenes
Santibañez post solemne parte especial,,pdf,,,,,https://drive.google.com/file/d/1IiIhNRyA5PM3y-YdhL_CKpyRCVVGg0mZ/view?usp=drivesdk,General/PENAL/SANTIBÁÑEZ/3) PENAL PARTE ESPECIAL
Santibáñez Solemne parte especial,,pdf,,,,,https://drive.google.com/file/d/1MLZdfCjiIZb18yjAunhK_MWZ1U9y1MVw/view?usp=drivesdk,General/PENAL/SANTIBÁÑEZ/3) PENAL PARTE ESPECIAL
Feller parte especial,,pdf,,,,,https://drive.google.com/file/d/1t4wGCIDMzKvTbdnHtvpkfiHhSjlbWJGI/view?usp=drivesdk,General/PENAL/SANTIBÁÑEZ/3) PENAL PARTE ESPECIAL
van+Weezel_Apuntes_Parte_General+PG2,,pdf,,,,,https://drive.google.com/file/d/18MPfNSJvTlUZQmnwx_vxOr8pSfWl_3I4/view?usp=drivesdk,General/PENAL/VAN WEEZEL
van+Weezel+Apuntes+Parte+General+PG1,,pdf,,,,,https://drive.google.com/file/d/1zfXVTS_-3WHWZTrISLm9e4x-pyzcTzfQ/view?usp=drivesdk,General/PENAL/VAN WEEZEL
Apuntes Tributario 2,,docx,,,,,https://docs.google.com/document/d/1UmJtmCGS5THXAvtUBn0ZvB8a5CcFBRRi/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/TRIBUTARIO/GORZIGLIA
Apuntes Tributario 1,,docx,,,,,https://docs.google.com/document/d/1Ws7JlvpIxQPYLS_URQthWI6KhwDmppJE/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/TRIBUTARIO/GORZIGLIA
Apuntes Tributario 2 - Copia,,docx,,,,,https://docs.google.com/document/d/1t93nbYEea6FISsqaI5xHpQxpKVz7JbZB/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/TRIBUTARIO/GORZIGLIA
MANUAL_DE_DERECHO_TRIBUTARIO_-_JOSE_LUIS_ZAVALA_ORTIZ (1),,pdf,,,,,https://drive.google.com/file/d/13NtAjmTeieJcePpgBi0D8raXwBlxq0dS/view?usp=drivesdk,General/TRIBUTARIO/Manuales
IVA en la enajenación de bienes,,pdf,,,,,https://drive.google.com/file/d/1B2QfbWUQ95Y9I9UdhGWamljY9TOUvbpk/view?usp=drivesdk,General/TRIBUTARIO/Manuales
Resumen Derecho Tributario I (final),,pdf,,,,,https://drive.google.com/file/d/13n53BcOjKA6f3pjU_LvCx5SMZO_5O2Cq/view?usp=drivesdk,General/TRIBUTARIO/FERRARI- HURTADO/TRIBUTARIO I
TRIBUTARIO I_ Josefina Hurtado (2022) pdf,,pdf,,,,,https://drive.google.com/file/d/1IMMrQyGGZBbgkBevnJaXkC_sCmazAOE9/view?usp=drivesdk,General/TRIBUTARIO/FERRARI- HURTADO/TRIBUTARIO I
2021 Apuntes Tributario I.Fernanda Gabor (Samin Yousefi) docx,,docx,,,,,https://docs.google.com/document/d/1K02S56tMP2_lLKrcwmR5skCUcelUrHsP/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/TRIBUTARIO/FERRARI- HURTADO/TRIBUTARIO I
Tributario I Examen_ Varios alumnos (2018) docx,,docx,,,,,https://docs.google.com/document/d/1gqqxkp8NERYxokQh_WFLrikWiftwuuFH/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/TRIBUTARIO/FERRARI- HURTADO/TRIBUTARIO I
Apuntes Tributario II,,docx,,,,,https://docs.google.com/document/d/1geIMbZQ8J22V6K9TMzxy8u91PAxvZwdi/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/TRIBUTARIO/FERRARI- HURTADO/TRIBUTARIO II
RESUMEN TRIBUTARIO II EXAMEN JULIO PEREIRA_ Sebastián Videla pdf,,pdf,,,,,https://drive.google.com/file/d/1lw11xpDlSsSh6RopoIKK9fDiCQl_WlKy/view?usp=drivesdk,General/TRIBUTARIO/PEREIRA - CARLOZA/2) TRIBUTARIO II PEREIRA
Apuntes JT Lira,,pdf,,,,,https://drive.google.com/file/d/1uaH6uPc-yh2bTOxd16Afe65W6Q4Fm3I0/view?usp=drivesdk,General/TRIBUTARIO/PEREIRA - CARLOZA/2) TRIBUTARIO II PEREIRA
Apuntes Examen Tributario - JT Lira,,pdf,,,,,https://drive.google.com/file/d/1jnaKCw5sru4j7YSRapGJmQe9oNZ7hwAP/view?usp=drivesdk,General/TRIBUTARIO/PEREIRA - CARLOZA/1) TRIBUTARIO I PEREIRA
RESUMEN TRIBUTARIO I EXAMEN JULIO PEREIRA_ Sebastián Videla,,pdf,,,,,https://drive.google.com/file/d/1ohwVILYHOM_106JHjwirsAjavQu8qmTo/view?usp=drivesdk,General/TRIBUTARIO/PEREIRA - CARLOZA/1) TRIBUTARIO I PEREIRA
Derecho Tributario I_ Martín Álvarez (2019) pdf,,pdf,,,,,https://drive.google.com/file/d/1qNzxO2AImnYIOEh345lkNFJEFeiNcbTD/view?usp=drivesdk,General/TRIBUTARIO/PEREIRA - CARLOZA/1) TRIBUTARIO I PEREIRA
Apuntes Derecho Tributario I_ Arturo Saffie (2021),,pdf,,,,,https://drive.google.com/file/d/1U7HXkAvUa0q3sLRNXEhfcWGXlpa2k8k8/view?usp=drivesdk,General/TRIBUTARIO/ÁLVAREZ- DEL VALLE/1) TRIBUTARIO I Álvarez
Apuntes Derecho Tributario II_ Arturo Saffie (2021)ocx,,docx,,,,,https://docs.google.com/document/d/1S4OGUV5aKpkxk_JU_bEyxRWL_PuEym7z/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/TRIBUTARIO/ÁLVAREZ- DEL VALLE/2) TRIBUTARIO II ´Álvarez
Inst. Proc. I versioìn final limpia Agosto 2019,,docx,,,,,https://docs.google.com/document/d/1siNy-J6p4Pj2BXNSXvyKGDGpEIpv3wOu/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PROCESAL/PROCESAL CIVIL/BERTIN  - BALMACEDA/1) INSTITUCIONES PROCESALES I
2022 Examen Procedimientos Civiles 1._ Magdalena Gonzálezpdf,,pdf,,,,,https://drive.google.com/file/d/1058fus0lkLdg5PNNQeh55A1BODwzxz1G/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/BERTIN  - BALMACEDA/3) PROCEDIMIENTOS CIVILES I
2022 Resumen Derecho Procesal III_ Daniel Martínez ,,pdf,,,,,https://drive.google.com/file/d/10h9pSWyRuIBu6YQzYziZNklyWay6-uMi/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/BERTIN  - BALMACEDA/3) PROCEDIMIENTOS CIVILES I
2022 Resumen Derecho Procesal II_ Daniel Martínez ,,docx,,,,,https://docs.google.com/document/d/1CcRFF7I41h23lD7PsGhYMRoacq5SR3e9/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PROCESAL/PROCESAL CIVIL/BERTIN  - BALMACEDA/2) INSTITUCIONES PROCESALES II
Glosario Procesal (1),,pdf,,,,,https://drive.google.com/file/d/1aHvH1WwaA596rd0yTIPfd5xOZ7AjWrEH/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/BERTIN  - BALMACEDA/2) INSTITUCIONES PROCESALES II
2022Resumen Examen Instituciones Procesales II_ Magdalena González ,,docx,,,,,https://docs.google.com/document/d/1n-f6SOgl-JNsZHSns0NNLr7puNnYj_vk/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PROCESAL/PROCESAL CIVIL/BERTIN  - BALMACEDA/2) INSTITUCIONES PROCESALES II
Oficiales Instituciones+procesales+II+v+final,,docx,,,,,https://docs.google.com/document/d/1xIIn_WsenlghYDm8_ePutPtlktxKlxB8/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PROCESAL/PROCESAL CIVIL/BERTIN  - BALMACEDA/2) INSTITUCIONES PROCESALES II
3.2 Procedimientos Especiales,,doc,,,,,https://docs.google.com/document/d/12Fc3GxoJidW_5wQjwFux40zEEaxr2yUv/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PROCESAL/PROCESAL CIVIL/BERTIN  - BALMACEDA/Apuntes Bertin
3 Juicio Ordinario y Sumario,,doc,,,,,https://docs.google.com/document/d/1ATyEhF6QXkVb_5efozML_s2UqfYQm5JC/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PROCESAL/PROCESAL CIVIL/BERTIN  - BALMACEDA/Apuntes Bertin
4 Recursos y Ejecución,,docx,,,,,https://docs.google.com/document/d/1H9Ry3ees6OmLVlfKc8kj-hs029_aKTPa/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PROCESAL/PROCESAL CIVIL/BERTIN  - BALMACEDA/Apuntes Bertin
3.1 Actos no Contenciosos,,doc,,,,,https://docs.google.com/document/d/1K9GaI-HZyosHpSxs23P6NMLV7wxeBaaj/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PROCESAL/PROCESAL CIVIL/BERTIN  - BALMACEDA/Apuntes Bertin
2 Normas Comunes a Todo Procedimiento,,doc,,,,,https://docs.google.com/document/d/1Wt3D3NsmpW45SshoiPAVmr2v1V2E7Fg5/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PROCESAL/PROCESAL CIVIL/BERTIN  - BALMACEDA/Apuntes Bertin
1 Jurisdicción y Competencia,,pdf,,,,,https://drive.google.com/file/d/1f8REfb0bmWfZTvf83m1DAKwlJo6W7vCn/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/BERTIN  - BALMACEDA/Apuntes Bertin
2017 Procesal IOficiales Castellón- Contreras ,,pdf,,,,,https://drive.google.com/file/d/1FwbzTjzBDgakz91xqNiZ-579AnuahPH1/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/CASTELLÓN Y BARAONA/1) Instituciones Procesales I
Jurisdicción y Competencia - José Miguel Barahona,,pdf,,,,,https://drive.google.com/file/d/1ycdZQodMcUv0Nnb4GFncp9pi-LST2V1A/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/CASTELLÓN Y BARAONA/1) Instituciones Procesales I
Jurisdicción y Competencia - Juan Agustín Castellón,,pdf,,,,,https://drive.google.com/file/d/1zMgKl4lWvMNK-nscbbqIO4S9Wl6Zm5bc/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/CASTELLÓN Y BARAONA/1) Instituciones Procesales I
Procedimientos Ordinarios de Cognición - Juan Agustín Castellón y José Miguel Barahona,,pdf,,,,,https://drive.google.com/file/d/1AOQ6vrnM0Hb0d8dCU11v1K1wgfyBqm6k/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/CASTELLÓN Y BARAONA/3) Procedimientos Civiles I
Recursos y Ejecución - Juan Agustín Castellón y José Miguel Barahona,,pdf,,,,,https://drive.google.com/file/d/19a5lpFhQC6UDDTuMb9sYlLlc7uFK41Ov/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/CASTELLÓN Y BARAONA/4) Procedimientos Civiles II
"2024, Catalina Cárdenas, Instituciones Proce_José Escobar",,pdf,,,,,https://drive.google.com/file/d/1r524GDt-qvX1XxF1iKO5zaz_rBQjDuaY/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/GONZALÉZ/INSTITUCIONES PROCESALES I
2019  Instituciones Procesales I_ Andrés Ibarra,,pdf,,,,,https://drive.google.com/file/d/10I6aZiaSn9OLH9VtQqkmQVzDVoM9ksmo/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/CORREA- NIKLISCHEK/1. INSTITUCIONES PROCESALES I
2019  Instituciones Procesales I_ Andrés Ibarra(1),,pdf,,,,,https://drive.google.com/file/d/18JPrRx4HzvDxCNsKVk6QlkD1o5cmrTmu/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/CORREA- NIKLISCHEK/1. INSTITUCIONES PROCESALES I
Instituciones Procesales I,,pdf,,,,,https://drive.google.com/file/d/1A2hX8BA0GQtYb6k5pYV-YUyu1kKySQ96/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/CORREA- NIKLISCHEK/1. INSTITUCIONES PROCESALES I
Rayén Inostroza,,pdf,,,,,https://drive.google.com/file/d/1xldwnnOE4UDRIK_55c0JHXYk_80snJu7/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/CORREA- NIKLISCHEK/1. INSTITUCIONES PROCESALES I
Instituciones Procesales II. Preguntas Examen (1),,pdf,,,,,https://drive.google.com/file/d/1-x_vtuir8DxG1kV-lF0mwmPONRg0zE6w/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/CORREA- NIKLISCHEK/2.  INSTITUCIONES PROCESALES II
instituciones procesales II.docx,,pdf,,,,,https://drive.google.com/file/d/114f7BQpczNkJxEWukY3MaXWgB6bAkD7Z/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/CORREA- NIKLISCHEK/2.  INSTITUCIONES PROCESALES II
2024 PROCE II NIKLITSCHEK-CORREA MATERIA SOLEMNE,,pdf,,,,,https://drive.google.com/file/d/1HsqXq70hHNUn8HZe_ACzVSSZrTEIZosh/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/CORREA- NIKLISCHEK/2.  INSTITUCIONES PROCESALES II
Apuntes Instituciones Procesales II,,docx,,,,,https://docs.google.com/document/d/1gCK2bnm-Nr3BxP_f29hjpiMHjtoEGsXk/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PROCESAL/PROCESAL CIVIL/CORREA- NIKLISCHEK/2.  INSTITUCIONES PROCESALES II
2022 EXAMEN PROCESAL Florencia Cadile ,,docx,,,,,https://docs.google.com/document/d/1q2MEN9-9tnxlQWPVrbK6V7SDQs_NUAPL/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PROCESAL/PROCESAL CIVIL/CORREA- NIKLISCHEK/2.  INSTITUCIONES PROCESALES II
2019 Procesal IV_ Sebastián Arapob pdf,,pdf,,,,,https://drive.google.com/file/d/13k-3Z6dAkvJGXPVq1TbaHGMaqArRtdM4/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/CORREA- NIKLISCHEK/4. PROCEDIMIENTOS CIVILES II
2020 Procedimientos Civiles II- Nico Saelzer _ Andrés Ibarra,,pdf,,,,,https://drive.google.com/file/d/1krvAUlywJvQ3f-lWUsk4noroMQBoCtg6/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/CORREA- NIKLISCHEK/4. PROCEDIMIENTOS CIVILES II
Procesal III _ Sebastián Arapob pdf,,pdf,,,,,https://drive.google.com/file/d/1nNgIxvD2vPdlaJ9Z2n3h0G8aMv5p9rre/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/CORREA- NIKLISCHEK/3. PROCEDIMIENTOS CIVILES I
2020 Procedimientos Civiles I_ Andrés Ibarra,,pdf,,,,,https://drive.google.com/file/d/1XHhPya3eJzkJDJ0iC2w2Kxy2sIFtW9TV/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/CORREA- NIKLISCHEK/3. PROCEDIMIENTOS CIVILES I
2022 Apuntes Procedimientos Civiles I._ Andrés Covarrubias docx,,docx,,,,,https://docs.google.com/document/d/1x5GMcldFsPcpZ1c9gSt1RP5bDK03tpoS/edit?usp=drivesdk&ouid=116710984471508259337&rtpof=true&sd=true,General/PROCESAL/PROCESAL CIVIL/CORREA- NIKLISCHEK/3. PROCEDIMIENTOS CIVILES I
Anto Cerpa,,pdf,,,,,https://drive.google.com/file/d/1YbXrZl4sHr310G3MPbUdYgY1OBxHjBCU/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/GUTIÉRREZ- MARTÍNEZ/1) INSTITUCIONES PROCESALES
"2022 Apuntes Procesal I Gutiérrez - Martínez_  Catalina Herreros, completos",,pdf,,,,,https://drive.google.com/file/d/1ZXTYPGQMWNVSh6NJv968uRTyK65ya-cD/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/GUTIÉRREZ- MARTÍNEZ/1) INSTITUCIONES PROCESALES
2023 INSTITUCIONES PROCESALES I VALENTINA SZI_VALENTINA SZIGETHI,,pdf,,,,,https://drive.google.com/file/d/1vH88NGIZlBkLn_9gw7aJpQ9YvZps4viV/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/GUTIÉRREZ- MARTÍNEZ/1) INSTITUCIONES PROCESALES
2024 APUNTES EXAMEN – VALE SZIGETHI,,pdf,,,,,https://drive.google.com/file/d/1QEmrPyekeTux0FzpINzWCcQVHiBzNLG1/view?usp=drivesdk,General/PROCESAL/PROCESAL CIVIL/GUTIÉRREZ- MARTÍNEZ/2) INSTITUCIONES PROCESALES II
